Conceito Médio de Graduação;Conceito Médio de Mestrado;Conceito Médio do doutorado;DOC. EXERCÍCIO;Cotitular_Sistema_S;Cotitular_Unidades_Centros_Pesquisa;Cotitular_Orgao_Publico;Cotitular_Pessoa_Fisica;Cotitular_Empresa_Parc_Estrangeiro;Cotitular_Entidade_Privada;Cotitular_Empresa_Pública_SEM;Cotitular_Empresa_Privada;Cotitular_Agencia_Fomento;ÁREA DE CONHECIMENTO DE ORIGEM;Região;Houve TT?
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Biológicas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Biológicas;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências da Saúde;Sudeste;NÃO
#N/D;#N/D;#N/D;206;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;288;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2865;3,1189;2;768;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2358;3,3566;2;801;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,0481;4,1696;4,5;821;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
3,0481;4,1696;4,5;821;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
3,0506;4,2041;4,5;804;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,0506;4,2041;4,5;804;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
3,0826;4,1854;4,5;842;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
3,0826;4,1854;4,5;842;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,0826;4,1854;4,5;842;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2165;4,2559;4,6184;865;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
3,2165;4,2559;4,6184;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2165;4,2559;4,6184;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2165;4,2559;4,6184;865;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;850;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;850;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;850;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;850;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;850;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;850;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;850;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;850;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
#N/D;#N/D;#N/D;181;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
#N/D;#N/D;#N/D;223;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
#N/D;#N/D;#N/D;223;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
#N/D;#N/D;#N/D;223;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
3,2865;3,1189;2;768;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Indeterminada;Sudeste;NÃO
3,2009;4,2728;4,6043;865;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sudeste;NÃO
3,3004;3,1411;2;699;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sudeste;NÃO
#N/D;#N/D;#N/D;850;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sudeste;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Ciências Biológicas;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Ciências Biológicas;Sul;NÃO
#N/D;#N/D;#N/D;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,3238;4,0897;3,073;1548;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
#N/D;#N/D;#N/D;1300;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;SIM
#N/D;#N/D;#N/D;1300;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;1262;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
#N/D;#N/D;#N/D;1510;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
#N/D;#N/D;#N/D;1051;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;1262;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
#N/D;#N/D;#N/D;1262;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
#N/D;#N/D;#N/D;1510;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;1126;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
#N/D;#N/D;#N/D;1510;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
#N/D;#N/D;#N/D;1036;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Sul;NÃO
#N/D;#N/D;#N/D;1127;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;1127;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Ciências Agrárias;Sul;NÃO
3,3238;4,0897;3,073;1548;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
#N/D;#N/D;#N/D;1510;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sul;NÃO
#N/D;#N/D;#N/D;1510;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
#N/D;#N/D;#N/D;1510;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Sul;NÃO
#N/D;#N/D;#N/D;#N/D;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Sul;NÃO
#N/D;#N/D;#N/D;1083;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
#N/D;#N/D;#N/D;1510;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
#N/D;#N/D;#N/D;1510;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
#N/D;#N/D;#N/D;1051;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Sul;NÃO
#N/D;#N/D;#N/D;1510;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
3,3238;4,0897;3,073;1548;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
#N/D;#N/D;#N/D;1300;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;SIM
3,3238;4,0897;3,073;1548;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
3,3238;4,0897;3,073;1548;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,3238;4,0897;3,073;1548;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Humanas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;SIM
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,2135;4,5283;4,7898;1989;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,2135;4,5283;4,7898;1989;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2135;4,5283;4,7898;1989;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Biológicas;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Sul;NÃO
3,3302;3,9846;2,8583;1775;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,3447;4,0194;2,9934;1654;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Biológicas;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Agrárias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Agrárias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,198;4,1326;2,9206;1875;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Exatas e da Terra;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2135;4,5283;4,7898;1989;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2135;4,5283;4,7898;1989;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Sul;NÃO
3,2135;4,5283;4,7898;1989;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2135;4,5283;4,7898;1989;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2135;4,5283;4,7898;1989;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências da Saúde;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Sociais Aplicadas;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Agrárias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Ciências Agrárias;Sul;NÃO
3,2135;4,5283;4,7898;1989;Não;Não;Não;Não;Não;Não;Não;Não;Não;Ciências Agrárias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
3,2767;4,5349;4,7981;1952;Não;Não;Não;Não;Não;Não;Não;Não;Não;Engenharias;Sul;NÃO
